repo_name,problems_total,critical_issues,high_issues,moderate_issues,low_issues,problems
SFDigitalServices_sf-dahlia-web,318,291,22,1,0,"[('ESLint', 291), ('Mismatched JSDoc and function signature', 17), ('Redundant local variable', 3), ('Import can be shortened', 2), ('Syntax errors and unresolved references in JSDoc', 2), ('Unused assignment', 1), ('Expression statement which is not assignment or ca', 1), ('Duplicated code fragment', 1)]"
SORMAS-Foundation_SORMAS-Project,0,0,0,0,0,[]
ShelterTechSF_askdarcel-api,0,0,0,0,0,[]
ShelterTechSF_askdarcel-web,239,186,29,22,0,"[('ESLint', 184), ('Import can be shortened', 13), (""Redundant 'await' expression"", 13), ('Result of method call returning a promise is ignor', 8), ('Mismatched JSDoc and function signature', 3), ('Void function return value used', 3), ('Webpack config compliance with JSON Schema', 3), ('Hardcoded passwords', 2), ('Syntax errors and unresolved references in JSDoc', 2), ('Unused local symbol', 2), ('Redundant local variable', 2), ('Equality operator may cause type coercion', 1), ('Single character alternation', 1), ('Unused assignment', 1), ('Deprecated symbol used', 1)]"
Sunbird-Obsrv_sunbird-data-pipeline,0,0,0,0,0,[]
Terrastories_terrastories,49,33,13,1,0,"[('ESLint', 32), ('Unused local symbol', 7), ('Equality operator may cause type coercion', 3), ('Unused assignment', 2), ('Redundant local variable', 2), ('Hardcoded passwords', 1), ('Unused import', 1), ('Deprecated symbol used', 1)]"
VOLTTRON_volttron,31,0,1741,4221,0,"[('Unused local symbols', 1701), ('Unsatisfied package requirements', 888), ('Single quoted docstring', 678), ('PEP 8 naming convention violation', 286), ('Shadowing names from outer scopes', 269), ('Accessing a protected member of a class or a modul', 263), ('Incorrect call arguments', 233), ('Method is not declared static', 225), ('Incorrect type', 190), ('Deprecated function, class, or module', 177), ('Incorrect docstring', 177), ('An instance attribute is defined outside `__init__', 125), ('Shadowing built-in names', 120), ('Unclear exception clauses', 101), ('Unbound local variables', 99), ('The default argument is mutable', 89), ('Vulnerable declared dependency', 70), ('Redundant parentheses', 48), ('Fixture is not requested by test functions', 35), ('Function call can be replaced with set literal', 28), ('Redeclared names without usages', 22), ('Using equality operators to compare with None', 14), ('Inconsistent indentation', 13), ('Statement has no effect', 12), ('Class must implement all abstract methods', 12), ('Incorrect property definition', 11), ('Non-optimal list declaration', 10), ('Dictionary creation can be rewritten by dictionary', 9), ('Duplicated code fragment', 8), ('Global variable is not defined at the module level', 7), ('Suspicious relative imports', 7), ('Method signature does not match signature of overr', 6), ('Unreachable code', 6), ('proxy_grab_bacnet_config.py                                  Unresolved references', 4), ('insert_id_and_ref_tags.py                                    Unresolved references', 4), ('Errors in string formatting operations', 4), ('Invalid TypedDict definition and usages', 4), ('Prohibited trailing semicolon in a statement', 4), ('Improper first parameter', 4), ('conf.py                                                      Unresolved references', 3), ('get_obix_history_config.py                                   Unresolved references', 3), (""Assigning function calls that don't return anythin"", 3), (""Assignments to 'for' loop or 'with' statement para"", 3), ('Too complex chained comparisons', 3), ('extract_config_store.py                                      Unresolved references', 2), ('First argument of the method is reassigned', 2), ('bacnet_scan.py                                               Unresolved references', 1), ('proxy_bacnet_scan.py                                         Unresolved references', 1), ('register_platform.py                                         Unresolved references', 1), ('update_master_driver_config.py                               Unresolved references', 1), ('setup.py                                                     Unresolved references', 1), ('get_point_demo.py                                            Unresolved references', 1), ('get_versions.py                                              Unresolved references', 1), (""Missed call to '__init__' of the super class"", 1), ('Single character alternation', 1), ('Unnecessary non-capturing group', 1), ('Redundant boolean variable check', 1)]"
WattTime_pyiso,163,0,72,69,0,"[('Unsatisfied package requirements', 29), ('Deprecated function, class, or module', 20), ('Method is not declared static', 16), ('Unused local symbols', 14), ('PEP 8 naming convention violation', 13), ('Incorrect type', 7), ('Unbound local variables', 6), ('Redundant parentheses', 6), ('An instance attribute is defined outside `__init__', 5), ('Too complex chained comparisons', 5), ('nbpower.py                                Unresolved references', 4), ('sveri.py                                  Unresolved references', 4), ('aeso.py                                   Unresolved references', 4), ('Incorrect call arguments', 4), ('eia_esod.py                               Unresolved references', 3), ('sask.py                                   Unresolved references', 3), ('The default argument is mutable', 3), ('Vulnerable declared dependency', 3), ('Incorrect docstring', 3), ('pei.py                                    Unresolved references', 2), ('conf.py                                   Unresolved references', 2), ('Dictionary contains duplicate keys', 2), ('Shadowing built-in names', 2), ('Prohibited trailing semicolon in a statement', 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Shadowing names from outer scopes', 1)]"
WildMeOrg_Wildbook,529,9,3544,202,0,"[('Unused assignment', 1143), ('Taint analysis', 493), ('Constant values', 441), ('Nullability and data flow problems', 304), ('String concatenation in loop', 220), ('Catch block may ignore exception', 195), (""String concatenation as argument to 'StringBuilder"", 139), ('Result of method call ignored', 128), (""'if' statement with identical branches or common p"", 93), (""'String.equals()' can be replaced with 'String.isE"", 84), (""'final' method in 'final' class"", 54), (""Call to 'printStackTrace()'"", 54), (""Unnecessary call to 'toString()'"", 53), (""Unnecessary temporary object in conversion to 'Str"", 50), ('Wrapper type may be primitive', 50), ('Commented out code', 48), ('Pointless arithmetic expression', 36), (""Field may be 'final'"", 31), ('Integer division in floating-point context', 30), ('Statement with empty body', 30), ('Non-constant string concatenation as argument to l', 30), (""'size() == 0' can be replaced with 'isEmpty()'"", 30), ('Mismatched query and update of collection', 28), ('Vulnerable declared dependency', 27), (""'serialVersionUID' field not declared 'private sta"", 27), ('Magic constant', 24), ('Redundant character escape', 23), (""Redundant 'if' statement"", 21), (""Call to 'toString()' on array"", 19), ('Confusing argument to varargs method', 19), ('Pointless boolean expression', 15), ('Regular expression can be simplified', 15), ('Unchecked warning', 14), ('Boolean constructor call', 12), ('Loop statement that does not loop', 12), ('Duplicated code fragment', 12), (""AutoCloseable used without 'try'-with-resources"", 11), ('Suspicious indentation after control statement wit', 11), (""Unnecessary 'null' check before method call"", 11), ('Single character alternation', 10), (""String comparison using '==', instead of 'equals()"", 10), (""Unnecessary temporary object in conversion from 'S"", 10), (""'long' literal ending with 'l' instead of 'L'"", 8), (""Early loop exit in 'if' condition"", 8), (""Redundant 'Collection' operation"", 8), ('Redundant local variable', 8), ('Unused import', 8), ('Bulk operation can be used instead of iteration', 7), (""Redundant 'String' operation"", 7), ('Duplicate throws', 6), (""'finally' block which can not complete normally"", 5), (""Call math rounding with 'int' argument"", 5), (""Call to 'System.getProperty(str)' could be simplif"", 5), ('Simplifiable conditional expression', 5), ('Unary plus', 5), ('Unknown HTTP header', 5), ('Copy of existing static method body', 5), ('Method can be extracted', 5), (""'Collection.toArray()' call style"", 4), (""'return' inside 'finally' block"", 4), ('Duplicate character in character class', 4), ('Duplicate condition', 4), ('Integer multiplication or shift implicitly cast to', 4), ('Access static member via instance reference', 4), (""Redundant 'isInstance()' or 'cast()' call"", 4), ('Redundant type cast', 4), ('Boxing of already boxed value', 3), (""Mismatched case in 'String' operation"", 3), ('Suspicious variable/parameter name combination', 3), ('Manual min/max calculation', 3), ('Redundant array creation', 3), (""Unnecessary 'return' statement"", 3), ('Hardcoded passwords', 2), ('Busy wait', 2), (""Empty 'finally' block"", 2), (""Inner class may be 'static'"", 2), (""Mismatched query and update of 'StringBuilder'"", 2), ('Mismatched read and write of array', 2), ('Numeric overflow', 2), ('Pointless bitwise expression', 2), (""Redundant 'Collection.addAll()' call"", 2), ('Redundant operation on empty container', 2), (""Suspicious 'Collection.toArray()' call"", 2), (""Suspicious 'System.arraycopy()' call"", 2), ('Unnecessary non-capturing group', 2), (""'InputStream' and 'OutputStream' can be constructe"", 2), (""'StringBuilder' can be replaced with 'String'"", 2), ('Concatenation with empty string', 2), ('Field can be local', 2), ('Javadoc declaration problems', 2), ('Link specified as plain text', 2), (""Duplicate branches in 'switch'"", 2), ('Multiple occurrences of the same expression', 2), (""'equals()' between objects of inconvertible types"", 1), (""Call to 'list.containsAll(collection)' may have po"", 1), ('Class is exposed outside of its visibility scope', 1), (""Confusing 'main()' method"", 1), ('Duplicate branch in alternation', 1), (""Duplicated delimiters in 'StringTokenizer'"", 1), (""Empty 'try' block"", 1), ('Infinite recursion', 1), ('Loop variable not updated inside loop', 1), ('Manual array copy', 1), ('Manual array to collection copy', 1), (""Misordered 'assertEquals()' arguments"", 1), (""Number comparison using '==', instead of 'equals()"", 1), ('Octal integer', 1), ('Possibly lossy implicit cast in compound assignmen', 1), (""Suspicious 'Comparator.compare()' implementation"", 1), (""Suspicious 'List.remove()' in loop"", 1), ('Suspicious regex expression argument', 1), ('Type parameter hides visible type', 1), (""Minimum 'switch' branches"", 1), ('Redundant type arguments', 1), ('Stream API call chain can be simplified', 1), (""Unnecessary conversion to 'String'"", 1), ('Unnecessary modifier', 1), ('Unnecessary semicolon', 1)]"
WorldHealthOrganization_app,0,0,0,0,0,[]
XLSForm_pyxform,99,0,31,47,0,"[('Incorrect type', 29), ('Redundant parentheses', 10), ('Shadowing names from outer scopes', 10), ('Accessing a protected member of a class or a modul', 9), ('An instance attribute is defined outside `__init__', 5), ('Shadowing built-in names', 5), ('Unused local symbols', 5), ('xform2json.py                                          Unresolved references', 4), ('xls2json_backends.py                                   Unresolved references', 4), ('utils.py                                               Unresolved references', 4), ('survey_element.py                                      Unresolved references', 4), ('xform_instance_parser.py                               Unresolved references', 2), ('expression.py                                          Unresolved references', 2), ('Single quoted docstring', 2), ('section.py                                             Unresolved references', 1), ('Deprecated function, class, or module', 1), (""Missed call to '__init__' of the super class"", 1), ('Incorrect docstring', 1), ('Redundant character escape', 1)]"
apache_fineract,0,0,0,0,0,[]
avniproject_avni-client,0,0,0,0,0,[]
avniproject_avni-server,742,7,414,218,0,"[('Non-constant string concatenation as argument to l', 183), ('Spring Data repository method errors', 99), ('Nullability and data flow problems', 94), ('Incorrect Spring Expression Language (SpEl) syntax', 73), (""Field may be 'final'"", 31), ('Constant values', 21), ('Non-safe string is used as SQL', 16), ('Deprecated API usage', 15), ('Usage of API marked for removal', 14), (""'Optional' used as field or parameter type"", 13), ('Logger initialized with foreign class', 13), (""Non recommended 'field' injections"", 12), ('Invalid properties configuration', 11), ('Vulnerable declared dependency', 11), ('Optional.get() is called without isPresent() check', 11), ('Spring Data repository method parameters errors', 11), ('@NotNull/@Nullable problems', 11), ('Unused assignment', 9), (""AutoCloseable used without 'try'-with-resources"", 7), ('Result of method call ignored', 7), (""Inner class may be 'static'"", 6), (""Call to 'list.containsAll(collection)' may have po"", 5), ('Simplifiable conditional expression', 5), ('Unused import', 5), (""'Collection.toArray()' call style"", 3), ('Bulk operation can be used instead of iteration', 3), ('Field can be local', 3), ('Unchecked warning', 3), (""'equals()' method that does not check the class of"", 2), ('@Transactional self-invocation method calls', 2), (""Number comparison using '==', instead of 'equals()"", 2), ('Number constructor call with primitive argument', 2), ('Query returning Page must have a Pageable paramete', 2), (""String comparison using '==', instead of 'equals()"", 2), (""'size() == 0' can be replaced with 'isEmpty()'"", 2), (""Call to 'Arrays.asList()' with too few arguments"", 2), (""Non functional style 'Optional.isPresent()' usage"", 2), ('Redundant local variable', 2), (""Standard 'Charset' object can be used"", 2), ('Stream API call chain can be simplified', 2), ('Unnecessarily escaped character', 2), ('Incorrect autowiring in Spring bean components', 1), (""'long' literal ending with 'l' instead of 'L'"", 1), ('@Cacheable self-invocation method calls', 1), ('Catch block may ignore exception', 1), ('Class is exposed outside of its visibility scope', 1), ('Infinite recursion', 1), ('Mismatched query and update of collection', 1), ('Number of placeholders does not match number of ar', 1), ('Pointless boolean expression', 1), ('Single character alternation', 1), ('Suspicious collection method call', 1), (""Unnecessary temporary object in conversion to 'Str"", 1), (""'if' statement with identical branches or common p"", 1), ('Unknown HTTP header', 1), (""'String.equals()' can be replaced with 'String.isE"", 1), ('Copy of existing static method body', 1), ('Dangling Javadoc comment', 1), ('Default annotation parameter value', 1), ('Javadoc declaration problems', 1), (""Non-final field in 'enum'"", 1), ('Optional call chain can be simplified', 1)]"
azavea_raster-vision,25,0,457,1791,0,"[('Unsatisfied package requirements', 1615), ('Method is not declared static', 89), ('Unused local symbols', 79), ('Incorrect type', 63), ('The default argument is mutable', 60), ('PEP 8 naming convention violation', 52), ('Incorrect docstring', 51), ('Shadowing names from outer scopes', 43), ('Shadowing built-in names', 41), ('An instance attribute is defined outside `__init__', 37), ('Redundant parentheses', 28), ('Unbound local variables', 22), ('Accessing a protected member of a class or a modul', 17), ('Redeclared names without usages', 11), ('Problematic nesting of decorators', 8), ('Incorrect call arguments', 7), ('Method signature does not match signature of overr', 7), ('Statement has no effect', 5), ('cli.py                                                    Unresolved references', 4), ('rasterized_source_config.py                               Unresolved references', 4), ('xarray_source_config.py                                   Unresolved references', 4), ('tiny_spacenet.py                                          Unresolved references', 4), ('utils.py                                                  Unresolved references', 4), ('Unclear exception clauses', 4), ('Redundant character escape', 4), ('Single quoted docstring', 2), ('Attempt to call a non-callable object', 1), ('Deprecated function, class, or module', 1), ('Function call can be replaced with set literal', 1), ('Unnecessary non-capturing group', 1), ('__init__ method that returns a value', 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Too complex chained comparisons', 1), ('Duplicated code fragment', 1)]"
betagouv_aides-jeunes,555,390,143,22,0,"[('ESLint', 390), ('Import can be shortened', 85), ('Exception used for local control-flow', 11), ('Equality operator may cause type coercion', 10), ('Identifiers with non-ASCII symbols', 8), ('Unused local symbol', 8), ('Result of method call returning a promise is ignor', 6), ('Unused assignment', 5), ('Missing await for an async function call', 5), ('Duplicate declaration', 4), ('Redundant nesting in template literal', 4), ('Unneeded last comma in object literal', 3), ('Expression statement which is not assignment or ca', 3), ('Mismatched JSDoc and function signature', 2), ('Pointless statement or boolean expression', 2), ('Unsound type guard check', 2), ('Deprecated symbol used', 2), ('Field can be readonly', 2), ('Possibly incorrect target of indexed property acce', 1), ('Unreachable code', 1), ('Void function return value used', 1)]"
betagouv_api.gouv.fr,280,184,77,19,0,"[('ESLint', 183), ('Unused local symbol', 43), ('Mismatched query and update of collection', 18), ('Deprecated symbol used', 8), ('Redundant type arguments', 5), ('Unused assignment', 4), ('Mismatched JSDoc and function signature', 3), ('Unused import', 3), ('Result of method call returning a promise is ignor', 3), ('Exception used for local control-flow', 2), ('Import can be shortened', 2), ('Redundant nesting in template literal', 2), ('Hardcoded passwords', 1), ('Incorrect usage of JSDoc tags', 1), (""Unnecessary 'return' statement"", 1), ('Comparison of expressions having incompatible type', 1)]"
camicroscope_caMicroscope,0,0,0,0,0,[]
catalyst-cooperative_pudl,819,0,160,639,0,"[('Shadowing names from outer scopes', 255), ('Unused local symbols', 107), ('Incorrect type', 74), ('Incorrect docstring', 71), ('Accessing a protected member of a class or a modul', 60), ('Method is not declared static', 60), ('Problematic nesting of decorators', 39), ('The default argument is mutable', 31), ('Redundant parentheses', 31), ('Unbound local variables', 25), ('Redeclared names without usages', 12), ('Fixture is not requested by test functions', 5), ('gridpathratoolkit.py                                          Unresolved references', 4), ('make_master_unit_list_eia.ipynb                               Unresolved references', 4), ('ferc714-output.ipynb                                          Unresolved references', 4), ('CEMS_by_utility.ipynb                                         Unresolved references', 4), ('Dictionary creation can be rewritten by dictionary', 4), ('PEP 8 naming convention violation', 4), ('Attempt to call a non-callable object', 3), ('Prohibited trailing semicolon in a statement', 3), ('fuel_by_plant.py                                              Unresolved references', 2), ('test-validation-tests.ipynb                                   Unresolved references', 2), ('Statement has no effect', 2), ('Unreachable code', 2), ('An instance attribute is defined outside `__init__', 2), ('Shadowing built-in names', 2), ('Duplicate character in character class', 1), ('Incorrect call arguments', 1), ('Tuple assignment balance is incorrect', 1), ('Improper first parameter', 1), ('Incorrect property definition', 1), ('Redundant boolean variable check', 1), ('Too complex chained comparisons', 1)]"
cboard-org_cboard,392,2,333,49,0,"[('Unused local symbol', 152), ('Comma expression', 81), ('Result of method call returning a promise is ignor', 34), ('Unused import', 25), ('Equality operator may cause type coercion', 16), ('Unused assignment', 12), ('Exception used for local control-flow', 11), (""Unnecessary 'return' statement"", 10), ('Missing await for an async function call', 8), ('Import can be shortened', 7), ('Redundant conditional expression', 5), (""Potentially invalid reference to 'this' from closu"", 4), ('Deprecated symbol used', 4), (""'this' expression which references the global obje"", 3), ('Infinite recursion', 3), ('Void function return value used', 3), (""Redundant 'await' expression"", 3), ('Redundant local variable', 3), ('Hardcoded passwords', 2), ('Pointless statement or boolean expression', 2), (""'return' inside 'finally' block"", 1), ('Bitwise operator usage', 1), ('Possibly incorrect target of indexed property acce', 1), ('Potentially invalid constructor usage', 1)]"
chaynHQ_soulmedicine,16,14,1,1,0,"[('ESLint', 14), ('Unused local symbol', 1), ('Deprecated symbol used', 1)]"
code-dot-org_blockly,929,184,721,19,0,"[('Equality operator may cause type coercion', 255), ('Inaccessible @private and @protected members refer', 250), ('ESLint', 184), ('Syntax errors and unresolved references in JSDoc', 137), ('Mismatched JSDoc and function signature', 51), ('Deprecated symbol used', 18), (""Potentially invalid reference to 'this' from closu"", 9), (""Unnecessary 'return' statement"", 9), ('Incorrect usage of JSDoc tags', 3), ('Redundant local variable', 3), ('Suspicious variable/parameter name combination', 2), ('Primitive type object wrapper used', 1), ('Single character alternation', 1), ('Suspicious back reference', 1), ('Unused assignment', 1), ('Void function return value used', 1), ('Comparison of expressions having incompatible type', 1), ('Duplicated code fragment', 1), ('Regular expression can be simplified', 1)]"
code-dot-org_code-dot-org,0,0,0,0,0,[]
code4romania_redirectioneaza,166,0,2,141,0,"[('Unused local symbols', 111), ('Method is not declared static', 22), ('api.py                                                                             Unresolved references', 4), ('0002_user_date_created_user_date_updated_and_more.py                               Unresolved references', 4), ('0001_initial.py                                                                    Unresolved references', 4), ('0005_alter_user_date_created.py                                                    Unresolved references', 3), ('0008_groupproxy.py                                                                 Unresolved references', 3), ('PEP 8 naming convention violation', 3), ('auth.py                                                                            Unresolved references', 2), ('0007_alter_user_options.py                                                         Unresolved references', 2), ('An instance attribute is defined outside `__init__', 2), ('logging.py                                                                         Unresolved references', 1), ('Deprecated function, class, or module', 1), ('Incorrect type', 1), ('Shadowing built-in names', 1), ('Shadowing names from outer scopes', 1), ('Unclear exception clauses', 1)]"
code4romania_seismic-risc,132,110,6,16,0,"[('ESLint', 110), ('Unresolved JSX component', 8), ('Result of method call returning a promise is ignor', 6), ('Unused local symbol', 4), ('Exception used for local control-flow', 2), ('Implicitly declared global JavaScript variable', 1), ('Missing await for an async function call', 1)]"
consuldemocracy_consuldemocracy,175,71,100,4,0,"[('ESLint', 71), (""'this' expression which references the global obje"", 65), ('JQuery selector can be optimized', 32), ('Deprecated symbol used', 4), ('Equality operator may cause type coercion', 1), ('Primitive type object wrapper used', 1), (""Unnecessary 'continue' statement"", 1)]"
coralproject_talk,13,5256,408,235,0,"[('ESLint', 2668), ('TSLint', 2587), ('Unused local symbol', 200), ('Mismatched JSDoc and function signature', 93), ('Deprecated symbol used', 82), ('Field can be readonly', 70), ('Redundant type arguments', 43), ('Exception used for local control-flow', 37), ('Missing await for an async function call', 36), ('Pointless statement or boolean expression', 16), ('Unsound type guard check', 12), (""Potentially invalid reference to 'this' from closu"", 10), ('Unused assignment', 9), ('Redundant local variable', 9), ('Void function return value used', 8), ('Unused import', 7), ('Webpack config compliance with JSON Schema', 4), ('Duplicate union or intersection type component', 2), ('Import can be shortened', 2), ('Syntax errors and unresolved references in JSDoc', 2), (""Unnecessary 'continue' statement"", 2), (""Unnecessary 'return' statement"", 2), ('Result of method call returning a promise is ignor', 2), (""Redundant 'if' statement"", 2), ('Duplicated code fragment', 2), ('Hardcoded passwords', 1), ('Inconsistent tsconfig.json properties', 1), ('Unreachable code', 1), ('Abstract class constructor can be made protected', 1), (""Redundant 'await' expression"", 1)]"
ctt-gob-es_clienteafirma,500,14,384,14,0,"[('Unused assignment', 111), ('Constant values', 82), ('Nullability and data flow problems', 71), (""'Collection.toArray()' call style"", 24), ('Hardcoded passwords', 14), (""String concatenation as argument to 'StringBuilder"", 14), ('Result of method call ignored', 9), ('Mismatched query and update of collection', 8), (""Unnecessary 'null' check before method call"", 8), (""'size() == 0' can be replaced with 'isEmpty()'"", 8), ('Unnecessary semicolon', 8), ('Bulk operation can be used instead of iteration', 7), ('Magic constant', 6), (""Suspicious 'Collection.toArray()' call"", 6), ('Manual array to collection copy', 5), ('Pointless arithmetic expression', 5), (""'InputStream' and 'OutputStream' can be constructe"", 5), ('AOPDFSigner.java                                                               Java sanity', 4), ('PdfPreProcessor.java                                                           Java sanity', 4), ('PdfTriPhaseSession.java                                                        Java sanity', 4), ('PdfUtil.java                                                                   Java sanity', 4), ('XmpHelper.java                                                                 Java sanity', 4), ('DataAnalizerUtil.java                                                          Java sanity', 4), ('PDFSignatureDictionary.java                                                    Java sanity', 4), ('SignatureFormatDetectorPadesCades.java                                         Java sanity', 4), ('ValidatePdfSignature.java                                                      Java sanity', 4), ('Caught exception is immediately rethrown', 4), ('Reflective access to non-existent or not visible c', 4), ('Simplifiable conditional expression', 4), (""String comparison using '==', instead of 'equals()"", 4), (""Non-final field in 'enum'"", 4), (""'default' not last case in 'switch'"", 2), ('Class is exposed outside of its visibility scope', 2), (""Inner class may be 'static'"", 2), ('Mismatched read and write of array', 2), ('Overwritten Map, Set, or array element', 2), ('Pointless boolean expression', 2), ('Single character alternation', 2), ('String concatenation in loop', 2), ('Suspicious collection method call', 2), (""'while' can be replaced with 'do while'"", 2), (""'final' method in 'final' class"", 2), ('Field can be local', 2), ('Javadoc declaration problems', 2), (""Redundant 'String' operation"", 2), ('Unchecked warning', 2), ('Unnecessary modifier', 2), ('Method can be extracted', 2), ('Multiple occurrences of the same expression', 2), ('Confusing primitive array argument to varargs meth', 1), (""Mismatched case in 'String' operation"", 1), (""Redundant call to 'String.format()'"", 1), ('Reflective invocation arguments mismatch', 1), ('Statement with empty body', 1), ('Synchronization on a non-final field', 1), ('Copy of existing static method body', 1), ('Dangling Javadoc comment', 1), ('Deprecated API usage', 1), (""Field may be 'final'"", 1), (""Redundant 'if' statement"", 1), ('Redundant array length check', 1), ('Redundant local variable', 1), ('Redundant type cast', 1), (""Standard 'Charset' object can be used"", 1), (""Unnecessary 'continue' statement"", 1), (""Unnecessary 'return' statement"", 1)]"
demarches-simplifiees_demarches-simplifiees.fr,124,106,15,3,0,"[('ESLint', 105), ('Import can be shortened', 7), ('Equality operator may cause type coercion', 3), ('Pointless statement or boolean expression', 3), ('Result of method call returning a promise is ignor', 2), ('Hardcoded passwords', 1), ('Variable is assigned to itself', 1), ('Void function return value used', 1), ('Field can be readonly', 1)]"
dhis2_app-platform,36,0,6,30,0,"[('Result of method call returning a promise is ignor', 16), ('Missing await for an async function call', 11), ('Mismatched JSDoc and function signature', 3), ('Deprecated symbol used', 2), ('Equality operator may cause type coercion', 1), ('Syntax errors and unresolved references in JSDoc', 1), (""Unnecessary 'continue' statement"", 1), ('Comparison of expressions having incompatible type', 1)]"
dhis2_dhis2-core,83,1,24,1,0,"[('Redundant character escape', 52), ('Unnecessary non-capturing group', 13), ('Single character alternation', 10), ('Duplicated code fragment', 4), ('Hardcoded passwords', 1), ('Duplicate character in character class', 1), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 1), ('Regular expression can be simplified', 1)]"
digidem_mapeo-desktop,354,218,88,46,0,"[('ESLint', 218), ('Unused local symbol', 73), ('Deprecated symbol used', 38), ('Void function return value used', 5), ('Result of method call returning a promise is ignor', 4), ('Exception used for local control-flow', 3), ('Syntax errors and unresolved references in JSDoc', 3), ('Missing await for an async function call', 3), ('Redundant local variable', 2), ('Duplicate character in character class', 1), ('Mismatched JSDoc and function signature', 1), ('Single character alternation', 1), ('Webpack config compliance with JSON Schema', 1), (""Redundant 'await' expression"", 1)]"
dimagi_commcare-android,0,0,0,0,0,[]
dimagi_commcare-cloud,460,2,265,168,0,"[('Unsatisfied package requirements', 161), ('Incorrect type', 37), ('Unused local symbols', 27), ('Deprecated function, class, or module', 25), ('PEP 8 naming convention violation', 23), ('Method is not declared static', 22), ('Shadowing built-in names', 20), ('Statement has no effect', 19), ('Shadowing names from outer scopes', 18), ('Redeclared names without usages', 15), ('Unbound local variables', 11), ('Accessing a protected member of a class or a modul', 11), ('Incorrect call arguments', 7), ('Method signature does not match signature of overr', 7), ('Vulnerable declared dependency', 6), ('user_utils.py                                        Unresolved references', 4), ('yaml.py                                              Unresolved references', 4), ('Unclear exception clauses', 4), ('github.py                                            Unresolved references', 3), ('An instance attribute is defined outside `__init__', 3), ('check_s3_backup.py.j2                                Unresolved references', 2), ('sentry.conf.py.j2                                    Unresolved references', 2), ('colors.py                                            Unresolved references', 2), ('commcare_cloud.py                                    Unresolved references', 2), ('patch_environ.py                                     Unresolved references', 2), ('Hardcoded passwords', 2), ('Dictionary contains duplicate keys', 2), ('Unreachable code', 2), ('Class must implement all abstract methods', 2), ('Redundant parentheses', 2), ('Redundant character escape', 2), ('alias.py                                             Unresolved references', 1), ('backup_snapshots.py.j2                               Unresolved references', 1), ('Function call can be replaced with set literal', 1), ('Inconsistent indentation', 1), ('Invalid TypedDict definition and usages', 1), ('The default argument is mutable', 1), ('Dictionary creation can be rewritten by dictionary', 1), ('Improper first parameter', 1), ('Incorrect docstring', 1), ('Incorrect property definition', 1), ('Non-optimal list declaration', 1)]"
dimagi_commcare-hq,94,18,4521,10620,0,"[('PEP 8 naming convention violation', 2886), ('Unused local symbols', 2708), ('Incorrect call arguments', 2372), ('Method is not declared static', 1424), ('Deprecated function, class, or module', 943), ('Accessing a protected member of a class or a modul', 803), ('An instance attribute is defined outside `__init__', 682), ('Shadowing names from outer scopes', 615), ('Shadowing built-in names', 511), ('Incorrect type', 464), ('Single quoted docstring', 250), ('Incorrect docstring', 230), ('Unclear exception clauses', 204), ('Redundant parentheses', 199), ('Function call can be replaced with set literal', 197), ('Single character alternation', 150), ('Unbound local variables', 104), ('Statement has no effect', 68), ('The default argument is mutable', 52), ('Duplicated code fragment', 52), ('Improper first parameter', 51), ('Unnecessary non-capturing group', 45), ('Method signature does not match signature of overr', 33), (""Missed call to '__init__' of the super class"", 28), ('Regular expression can be simplified', 17), ('Hardcoded passwords', 15), (""Assigning function calls that don't return anythin"", 15), ('Inappropriate access to properties', 11), ('Too complex chained comparisons', 11), ('Non-optimal list declaration', 10), ('Attempt to call a non-callable object', 9), ('Class-specific decorator is used outside the class', 7), ('Unreachable code', 6), ('Dictionary creation can be rewritten by dictionary', 6), ('Invalid TypedDict definition and usages', 5), ('feature_previews.py                                    Unresolved references', 4), ('manage.py                                              Unresolved references', 4), ('urls.py                                                Unresolved references', 4), ('Consecutive spaces', 4), ('Duplicate character in character class', 4), ('Incorrect property definition', 4), (""Assignments to 'for' loop or 'with' statement para"", 4), ('Global variable is not defined at the module level', 4), ('celery.py                                              Unresolved references', 3), ('get_resource_versions.py                               Unresolved references', 3), ('Class must implement all abstract methods', 3), ('Using equality operators to compare with None', 3), ('Redundant character escape', 3), ('trans_override.py                                      Unresolved references', 2), ('Dictionary contains duplicate keys', 2), ('Fixture is not requested by test functions', 2), ('Redeclared names without usages', 2), ('Suspicious back reference', 2), (""Wrong order of 'except' clauses"", 2), ('__init__ method that returns a value', 2), ('Redundant boolean variable check', 2), ('__init__.py                                            Unresolved references', 1), ('testsettings.py                                        Unresolved references', 1), ('Invalid type hints definitions and usages', 1), ('Tuple assignment balance is incorrect', 1), ('Unnecessary backslash', 1), ('Wrong arguments to call super', 1), (""Redundant '\\d', '[:digit:]', or '\\D' class element"", 1)]"
disease-sh_API,107,63,13,27,0,"[('ESLint', 62), ('Result of method call returning a promise is ignor', 12), (""Redundant 'await' expression"", 10), ('Identifiers with non-ASCII symbols', 7), ('Missing await for an async function call', 5), ('Duplicated code fragment', 4), ('Unused local symbol', 2), ('Hardcoded passwords', 1), ('Exception used for local control-flow', 1), ('Single character alternation', 1), (""Unnecessary 'return' statement"", 1), ('Unused assignment', 1)]"
